cbsa_code,cbsa,ccity,x_ccity,y_ccity,ttract,tcc,tel70,tel80,tel90,tel00,tel12,tgent80,tgent90,tgent00,tgent12,tgent22,mamhi70,mamhi80,mamhi90,mamhi00,mamhi12,mamhi22,mamhv70,mamhv80,mamhv90,mamhv00,mamhv12,mamhv22,apctcol70,apctcol80,apctcol90,apctcol00,apctcol12,apctcol20,pop70,pop80,pop90,pop00,pop10,pop20,popchg80,popchg90,popchg00,popchg10,popchg20,nhwht70,nhwht80,nhwht90,nhwht00,nhwht10,nhwht20,cw80,cw90,cw00,cw10,cw20,nhblk70,nhblk80,nhblk90,nhblk00,nhblk10,nhblk20,cb80,cb90,cb00,cb10,cb20,asian70,asian80,asian90,asian00,asian10,asian20,ca80,ca90,ca00,ca10,ca20,hisp70,hisp80,hisp90,hisp00,hisp10,hisp20,ch80,ch90,ch00,ch10,ch20
38780,"Portales, NM","Portales, NM",-103.3344,34.1862,5,3,0,0,1,1,1,0,0,0,0,0,,,42979.92833,45638.48,44494.38,48939.0,,,104422.1244,101136.0,146160.0,161112.0,,,0.21174902,0.25041042666666669,0.22168030333333333,0.26226666666666665,0,0,16701,18018,19846,19197,,,1317,1828,-649,0,0,11702,11299,11022,9333,,,-403,-277,-1689,0,0,210,311,379,586,,,101,68,207,0,0,91,136,206,285,,,45,70,79,0,0,4548,5998,7913,8398,0,,1450,1915,485
24940,"Greenwood, SC","Greenwood, SC",-82.1618,34.1954,14,4,0,0,2,2,2,0,0,0,0,0,,,50943.591539999994,55692.740225,42648.479999999996,62239.5,,,118658.55413,134934.0018,129591.0,171116.0,,,0.17397480099999998,0.20075599275,0.25477684475,0.24437499999999998,,,59567,66271,69661,69340,,,6704,3390,-321,,,41108,42489,42709,40615,,,1381,220,-2094,,,17923,21068,22087,21814,,,3144,1019,-273,,,232,543,717,945,,,304,174,228,,,251,1902,3789,4749,,,1651,1887,960
17260,"Clarksdale, MS","Clarksdale, MS",-90.5704,34.2001,7,4,0,0,0,1,1,0,0,0,0,0,,,35956.07982,35584.22555,26218.08,31947.5,,,79680.171834999986,79636.001645,67662.0,75800.0,,,0.15463690875,0.1655877525,0.15082775725,0.16670000000000001,,,31666,30622,26151,21390,,,-1043,-4471,-4761,,,10934,8898,5918,4285,,,-2036,-2980,-1633,,,20335,21200,19778,16493,,,865,-1422,-3285,,,105,172,129,128,,,67,-43,-4,,,271,276,293,350,,,5,17,57
37740,"Payson, AZ","Payson, AZ",-111.3251,34.2309,16,0,0,0,0,0,0,0,0,0,0,1,,,49930.92005,55015.92024,52394.58,60579.5,,,179329.99910000002,210011.9963,235998.0,305102.0,,,0.10513698525,0.17529052425,0.193710776,0.2556,,,40216,51335,53597,53272,,,11119,2262,-325,,,27377,35391,35298,32757,,,8014,-93,-2541,,,97,223,274,411,,,118,51,127,,,109,300,374,708,,,188,74,294,,,7487,8546,9588,9283,,,1059,1042,-305
43320,"Show Low, AZ","Show Low, AZ",-110.0298,34.2542,31,0,0,0,0,0,0,0,0,0,0,0,,,59301.237335,58758.232755000005,50528.520000000004,115781.0,,,159258.23070000001,159506.40775,202923.0,461794.5,,,0.163977583,0.1560079105,0.18400371599999998,0.19929999999999998,,,77660,97470,107449,106718,,,19811,9979,-731,,,31255,41193,47181,44787,,,9940,5988,-2394,,,669,978,1224,1195,,,309,240,-29,,,247,488,807,946,,,244,309,137,,,5650,8009,11571,10887,,,2360,3562,-684
46180,"Tupelo, MS","Tupelo, MS",-88.7034,34.2576,35,8,0,0,0,0,0,0,0,0,0,0,,,67041.081515,65074.481705,51290.82,58589.0,,,146601.40385,158756.0005,140931.0,165531.0,,,0.2117885625,0.243187974625,0.279662381625,0.279675,,,131112,150807,161544,163399,,,19695,10737,1855,,,108843,120492,123047,118008,,,11647,2555,-5039,,,21304,27278,32416,35336,,,5974,5138,2920,,,214,636,868,1465,,,387,232,597,,,619,1766,4447,5665,,,1147,2681,1218
35140,"Newberry, SC","Newberry, SC",-81.6187,34.2832,8,2,0,0,1,2,1,0,0,0,1,0,,,49544.108915000004,50809.132435,38768.31,78045.5,,,113288.273155,105957.26759,129717.0,179000.0,,,0.1429468305,0.1637098105,0.2194587825,0.1597,,,33173,36107,37508,37719,,,2935,1401,211,,,21425,22271,22690,22635,,,844,419,-55,,,11469,11998,11789,10912,,,530,-209,-877,,,79,130,147,207,,,51,17,60,,,147,1533,2690,3305,,,1386,1157,615
23580,"Gainesville, GA","Gainesville, GA",-83.8241,34.2979,36,4,0,0,1,3,2,0,0,0,1,0,,,68707.46437999999,54161.0209,45596.25,69611.0,,,175697.9999,166337.14484999998,196371.0,416594.5,,,0.17150021799999998,0.167946231,0.1692659515,0.21525,,,95448,139308,179684,203145,,,43861,40376,23461,,,81880,98972,114300,120425,,,17093,15328,6125,,,8172,10192,13653,16042,,,2017,3461,2389,,,608,2035,3616,5171,,,1428,1581,1555,,,4557,27242,46906,57010,,,22687,19664,10104
37060,"Oxford, MS","Oxford, MS",-89.5192,34.3665,10,4,0,0,0,0,0,0,0,0,0,0,,,41161.95465,38505.64006,40707.45,88680.5,,,133021.13235,187480.00035,278901.0,573173.0,,,0.40242212875,0.42546470175,0.52486375875,0.53535,,,31826,38744,47351,55813,,,6918,8607,8462,,,22999,27610,33538,38766,,,4611,5928,5228,,,7956,9721,11341,11749,,,1765,1620,408,,,639,742,1167,2089,,,103,425,922,,,204,426,1073,2142,,,224,647,1069
17580,"Clovis, NM","Clovis, NM",-103.2052,34.4048,12,8,0,0,3,3,3,0,0,1,0,1,63793.446125,54566.184030000004,44351.26006,43052.46,42812.91,58553.0,116273.3174,117907.82754999999,101809.50013,88666.0,109746.0,123077.5,0.08875370825,0.10681546175,0.13285847925,0.14120552025,0.165183494625,0.1667,39517,42020,42206,45044,48376,48419,2503,187,2838,3332,43,36020,30102,28330,26462,24545,21045,-5918,-1769,-1869,-1917,-3500,2525,2799,2772,3246,3206,3140,274,-26,474,-40,-66,262,358,737,1050,862,1113,95,381,312,-188,251,314,8202,10015,13686,19117,21792,7888,1812,3670,5431,2675
22840,"Fort Payne, AL","Fort Payne, AL",-85.7199,34.4443,14,0,0,0,0,1,3,0,0,0,0,0,,,45194.471535000004,52759.2808,40960.71,38525.0,,,100447.50153499999,108274.00035,98784.0,136358.0,,,0.1258698925,0.1465707125,0.17018050175,0.17615,,,54651,64452,71109,71608,,,9801,6657,499,,,52854,58436,57997,54529,,,5582,-439,-3468,,,1023,1123,1241,1497,,,89,118,256,,,76,167,294,375,,,86,127,81,,,215,3578,9690,11744,,,3363,6112,2054
29420,"Lake Havasu City-Kingman, AZ","Lake Havasu City, AZ",-114.3225,34.4839,43,0,0,0,2,1,1,0,0,1,0,0,,,63670.095069999996,63058.733,54670.14,108420.0,,,180237.99855000002,152392.0,235809.0,529610.5,,,0.1419534219375,0.1323345165625,0.15337121925,0.1487625,,,93495,155033,200186,213266,,,61535,45153,13080,,,85808,130283,159378,160164,,,44475,29095,786,,,291,1013,2492,3381,,,690,1479,889,,,513,1739,3269,4653,,,1225,1530,1380,,,4921,17183,29569,34126,,,12262,12386,4557
15660,"Calhoun, GA","Calhoun, GA",-84.9511,34.5026,9,3,0,0,0,1,0,0,0,0,1,0,,,63505.52,67198.68,38704.68,65690.0,,,127578.8868,145512.0,159642.0,210100.0,,,0.12326098133333332,0.133685956,0.165484588,0.1495,3,3,35075,44107,55186,57473,0,3067,9033,11079,2287,3,3,33353,38645,44107,43253,0,2976,5292,5462,-854,0,0,1314,1602,2277,2694,,,288,675,417,0,0,121,298,668,901,,,177,370,233,0,0,200,3268,7738,8955,0,,3068,4470,1217
26300,"Hot Springs, AR","Hot Springs, AR",-93.0552,34.5037,20,0,0,0,6,5,6,0,0,1,0,0,,,32406.59443,38522.84,39319.56,42104.0,,,95265.89015,118508.0,125622.0,151194.0,,,0.13458011563636363,0.15826674472727273,0.18666060345454544,0.19242727272727272,,,73396,88068,96024,100155,,,14672,7956,4131,,,66309,76844,80621,77226,,,10535,3777,-3395,,,5593,7156,8398,9811,,,1563,1242,1413,,,226,576,994,1494,,,350,418,500,,,777,2254,4622,7046,,,1477,2368,2424
25760,"Helena-West Helena, AR","Helena, AR",-90.5918,34.5292,6,0,0,0,0,1,1,0,0,0,0,0,,,31885.59053,34450.74,30335.129999999997,27240.0,,,82060.500155,75422.0,84042.0,81946.5,,,0.10793501750000001,0.136186476,0.1529022405,0.10899999999999999,,,28838,26445,21757,16568,,,-2393,-4688,-5189,,,12793,10245,7535,5541,,,-2548,-2710,-1994,,,15705,15592,13779,10501,,,-113,-1813,-3278,,,65,93,79,73,,,28,-14,-6,,,237,382,287,264,,,145,-95,-23
45740,"Toccoa, GA","Toccoa, GA",-83.3291,34.579,5,3,0,0,2,2,2,0,0,0,0,0,,,40348.91379,39031.83442,32903.64,54803.0,,,94460.17315,100297.719,115290.0,121102.0,,,0.11834524033333334,0.13601004033333333,0.12061974133333334,0.15846666666666667,,,23273,25455,26175,26781,,,2182,720,606,,,20223,21691,22006,21323,,,1468,315,-683,,,2770,3125,3107,3440,,,355,-18,333,,,99,204,231,321,,,105,27,90,,,144,251,633,858,,,107,382,225
39150,"Prescott Valley-Prescott, AZ","Prescott Valley, AZ",-112.3157,34.6101,42,0,0,0,1,1,1,0,0,0,0,1,,,52394.97223,60784.80029,55380.15,123093.5,,,224162.55805,241831.9796,344106.0,840934.5,,,0.2443433007,0.2955066703,0.3530010365,0.37886000000000003,0,0,107716,167517,211033,236248,,,59804,43516,25215,0,0,98389,145037,172968,183331,,,46649,27931,10363,0,0,305,878,1831,2693,,,570,953,862,0,0,471,1424,2773,4811,,,956,1349,2038,0,0,6898,16375,28728,34392,0,,9476,12353,5664
13500,"Bennettsville, SC","Bennettsville, SC",-79.6842,34.6179,7,2,0,0,0,1,0,0,0,0,1,0,,,40693.536335,42453.039545,37628.01,45891.0,,,91137.90258,91675.99915,98091.0,108827.0,,,0.10339154349999999,0.11062106099999999,0.1581979005,0.099949999999999983,,,29362,28819,28933,26667,,,-543,114,-2266,,,14288,12768,11657,10556,,,-1520,-1111,-1101,,,14222,14649,14886,13805,,,427,237,-1081,,,25,77,96,119,,,35,18,23,,,79,205,800,575,,,117,595,-225
31300,"Lumberton, NC","Lumberton, NC",-79.0086,34.6182,31,7,0,0,3,3,2,0,0,0,1,1,,,45054.96023,45072.6,38587.5,35500.0,,,96021.00045,94772.0,95634.0,96700.0,,,0.14999357171428571,0.166035848,0.16522702485714286,0.14818571428571428,,,105178,123339,134168,116606,,,18160,10829,-17562,,,37850,37999,36160,29173,,,149,-1839,-6987,,,26123,31226,33569,28382,,,5100,2343,-5187,,,231,516,1175,1163,,,277,659,-12,,,704,5994,10932,11781,,,5290,4938,849
11060,"Altus, OK","Altus, OK",-99.3339,34.6381,8,5,0,0,2,2,2,0,0,0,0,1,,,43636.21002,47446.2,43522.92,40500.0,,,90800.00005,77916.0,62244.0,70700.0,,,0.1653609136,0.178194302,0.18284999,0.17406,,,28764,28439,26446,24785,,,-325,-1993,-1661,,,21925,20329,17403,14883,,,-1596,-2926,-2520,,,2641,2404,2198,2107,,,-261,-206,-91,,,367,490,505,593,,,123,15,88,,,3325,4446,5538,5937,,,1121,1092,399
42460,"Scottsboro, AL","Scottsboro, AL",-86.0341,34.6723,11,0,0,0,0,0,1,0,0,0,0,1,,,49275.724725,51300.46096,46102.14,67876.0,,,111797.5034,126248.00125,134064.0,175811.5,,,0.12775098475,0.1544377155,0.17884345124999998,0.17812499999999998,,,47797,53926,53227,52579,,,6130,-699,-648,,,44531,49200,47937,45123,,,4669,-1263,-2814,,,1956,2105,2034,2150,,,143,-71,116,,,89,182,260,330,,,88,78,70,,,208,610,1339,1681,,,363,729,342
42860,"Seneca, SC","Seneca, SC",-82.9533,34.6865,15,1,0,0,1,1,1,0,0,0,0,0,,,48784.56982,45327.16,38424.96,46422.0,,,109867.9965,90816.0,99666.0,143227.0,,,0.137189466,0.104333868,0.156596794,0.0958,0,0,57492,66214,74273,78604,,,8721,8059,4331,0,0,51682,58258,63807,64694,,,6576,5549,887,0,0,5029,5693,6091,6281,,,664,398,190,0,0,169,303,551,904,,,134,248,353,0,0,528,1562,3349,4383,0,,1034,1787,1034
33980,"Morehead City, NC","Morehead City, NC",-76.7266,34.7213,39,6,0,0,3,3,2,0,0,0,1,1,,,51851.339455,59753.65975,61709.130000000005,51123.0,,,150160.5022,169850.00035,265608.0,227717.0,,,0.173952456,0.213683974,0.29936538683333336,0.2861,,,52502,59383,66469,67668,,,6882,7086,1199,,,47137,53043,58101,57531,,,5904,5058,-570,,,4367,4293,4493,3914,,,-72,199,-585,,,273,484,902,1139,,,201,418,234,,,448,1034,2241,3116,,,584,1207,870
19140,"Dalton, GA","Dalton, GA",-84.9702,34.7698,26,6,0,0,4,2,3,0,0,0,0,0,,,47638.218765,51973.02906,38310.93,71268.0,,,109073.5023,130547.997,123795.0,180750.0,,,0.16314102383333334,0.14326556133333332,0.1648411145,0.1437,,25,98602,119983,142227,142837,,2643,21380,22244,610,,24,92659,94190,97484,90039,,2576,1530,3294,-7445,,0,2910,3551,4553,4954,,,629,1002,401,,0,372,996,1683,1853,,,624,687,170,,0,2456,20420,37625,42830,,,17964,17205,5205
10220,"Ada, OK","Ada, OK",-96.6783,34.7745,10,5,0,0,2,2,3,0,0,0,0,0,,,35890.97007,35994.44,36587.88,49285.0,,,93070.00016,90472.0,103698.0,133519.0,,,0.1966186644,0.217389158,0.2761658454,0.26212,,0,34120,35143,37492,38066,,,1025,2349,574,,0,28064,26292,25973,22704,,,-1772,-319,-3269,,0,855,1005,1337,1848,,,146,332,511,,0,108,202,334,568,,,94,123,234,,0,411,808,1523,2208,,,397,715,685
25820,"Hereford, TX","Hereford, TX",-102.3988,34.8151,4,3,0,0,1,1,1,0,0,0,0,1,,,48425.90998,49579.0,53920.44,51671.0,,,96247.99993,83764.0,91098.0,103500.0,,,0.10667926733333333,0.11703245533333334,0.123634127,0.13826666666666668,,,19153,18561,19372,18583,,,-592,811,-789,,,9417,7491,5939,4233,,,-1926,-1552,-1706,,,287,261,195,155,,,-26,-66,-40,,,32,48,74,53,,,16,26,-21,,,9356,10654,13039,13925,,,1298,2385,886
32540,"McAlester, OK","McAlester, OK",-95.7697,34.9337,13,5,0,0,2,2,1,0,0,0,0,0,,,38863.075345000005,40054.5,44289.630000000005,41015.5,,,72115.640725,79120.0,99855.0,110021.5,,,0.11465282175,0.14203251225,0.16356483675,0.163325,,,40581,43953,45837,43768,,,3372,1884,-2069,,,33551,33528,32959,28386,,,-23,-569,-4573,,,1497,1970,1950,1953,,,469,-20,3,,,100,169,287,480,,,67,117,193,,,478,939,1786,2266,,,461,847,480
18420,"Corinth, MS","Corinth, MS",-88.5223,34.934,7,3,0,0,0,0,1,0,0,0,0,0,,,34805.9026,40100.3583,36461.88,66739.0,,,85875.2232,98821.4058,94248.0,246526.0,,,0.12481376966666667,0.14067738899999999,0.21027206166666668,0.2127,,,31723,34560,37057,34740,,,2837,2497,-2317,,,27990,29979,31313,27738,,,1990,1334,-3575,,,3529,3876,4368,4725,,,334,492,357,,,51,109,152,276,,,58,43,124,,,127,443,1010,1248,,,316,567,238
40460,"Rockingham, NC","Rockingham, NC",-79.759,34.9399,11,3,0,0,0,0,0,0,0,0,0,0,,,45824.48984,44333.0,41399.82,30958.0,,,110320.6667,116444.0,118818.0,145500.0,,,0.143557274,0.160439469,0.17851279633333333,0.17456666666666668,9,11,44518,46566,46639,42945,2,3911,2047,73,-3694,4,5,30729,29521,27369,23610,1,1941,-1207,-2152,-3759,4,5,12798,14349,14530,13576,1,1850,1551,181,-954,1,0,192,354,496,459,-1,,150,142,-37,0,0,293,1319,2741,3071,0,,1026,1422,330
22620,"Forrest City, AR","Forrest City, AR",-90.789,35.0081,6,0,0,0,0,0,0,0,0,0,0,0,,,33307.01986,44261.619999999995,37495.08,37755.0,,,88416.032935,89010.0,87948.0,72085.0,,,0.10751586775000001,0.1284676075,0.14289071375,0.10195,,,28497,29329,28258,23090,,,832,-1071,-5168,,,14651,13224,11973,9207,,,-1427,-1251,-2766,,,13480,14364,14763,12737,,,884,399,-2026,,,111,181,176,145,,,70,-5,-31,,,202,1431,1149,686,,,1229,-282,-463
23500,"Gaffney, SC","Gaffney, SC",-81.6495,35.0718,13,4,0,0,1,1,1,0,0,0,0,0,,,53814.92869,61844.319925,39440.520000000004,43077.0,,,112693.7328,130375.9978,116991.0,132245.5,,,0.09965373875,0.1457672145,0.16468875275,0.173,,,44505,52537,55342,56206,,,8032,2805,864,,,34872,40012,40939,39568,,,5140,927,-1371,,,9120,10888,11624,12132,,,1768,736,508,,,186,248,357,436,,,62,109,79,,,258,1093,2032,2777,,,833,939,745
35100,"New Bern, NC","New Bern, NC",-77.0441,35.1085,29,7,0,0,2,2,3,0,0,0,0,0,,,53983.865045,51461.920654999994,44089.29,49025.5,,,127710.8461,128778.10949999999,146538.0,216445.0,,,0.188237994,0.22928664266666668,0.21012452983333332,0.22861666666666666,,0,102364,114714,126802,122126,,,12349,12088,-4676,,0,71755,78051,85470,79785,,,6295,7419,-5685,,0,27541,30156,30170,26808,,,2617,14,-3362,,0,747,1339,2930,4213,,,592,1591,1283,,0,1936,4129,7082,8083,,,2194,2953,1001
24380,"Grants, NM","Grants, NM",-107.8519,35.1473,7,1,0,0,0,0,0,0,0,0,0,0,,,44586.24454,52189.96,46717.02,45267.0,,,89601.57461,109908.0,119322.0,101526.0,,,0.128289356,0.141376758,0.079617834,0.11320000000000001,0,0,23794,25595,27213,27165,,,1801,1618,-48,0,0,6492,6325,5857,5535,,,-167,-468,-322,0,0,179,284,287,359,,,105,3,72,0,0,63,120,178,273,,,52,57,95,0,0,8109,8555,9934,8640,0,,446,1379,-1294
17420,"Cleveland, TN","Cleveland, TN",-84.8766,35.1595,24,11,0,0,4,4,4,0,0,0,0,1,,,61479.54489,60783.08,43424.64,50924.0,,,148685.0001,170796.0,196434.0,224961.0,,,0.1430297628181818,0.18922412181818182,0.21313409145454545,0.20634545454545455,5,7,87356,104014,115788,126164,2,5307,16659,11774,10376,4,6,83243,96605,103851,104143,2,5244,13362,7246,292,0,0,2872,3764,4858,6792,,,864,1089,1934,0,0,264,655,1095,1824,,,391,440,729,0,0,748,1939,4897,8759,0,,1189,2958,3862
38240,"Pinehurst-Southern Pines, NC","Pinehurst, NC",-79.4695,35.1954,18,7,0,0,1,1,1,0,0,0,0,0,,,70413.12898,81354.28187,72664.2,91129.0,,,242889.9995,261784.0026,314874.0,447800.0,,,0.30670449714285714,0.40004262371428573,0.38931779228571428,0.49277142857142858,,7,59018,74777,88247,99740,,2454,15758,13470,11493,,6,47266,58852,68487,75393,,2244,11584,9635,6906,,1,10833,11753,12339,11863,,193,920,586,-476,,0,145,456,1051,2144,,,310,595,1093,,0,471,2981,5261,7367,,,2511,2280,2106
22380,"Flagstaff, AZ","Flagstaff, AZ",-111.6513,35.1981,28,0,0,0,2,2,1,0,0,0,0,2,,,63042.75866,61218.24,65109.24,79849.0,,,192975.5088,252496.0,363006.0,479063.0,,,0.33627614653846155,0.38903604384615387,0.42458307269230772,0.4545153846153846,,,96589,116320,134421,145061,,,19730,18101,10640,,,56937,66969,74231,76869,,,10030,7262,2638,,,1339,1456,2117,2926,,,117,661,809,,,820,1300,2647,4352,,,475,1347,1683,,,9695,12727,18166,21717,,,3033,5439,3551
14820,"Brevard, NC","Brevard, NC",-82.7343,35.2335,7,2,0,0,1,0,1,0,0,1,0,0,,,51519.422395,60894.88,45133.2,111853.5,,,149590.02850000001,179224.0,195489.0,635850.0,,,0.167271935,0.2381635485,0.282332827,0.33265,,,25521,29334,33090,32982,,,3813,3756,-108,,,24004,27305,30049,28541,,,3301,2744,-1508,,,1185,1358,1531,1414,,,170,173,-117,,,98,153,226,331,,,55,73,105,,,154,298,964,1698,,,144,666,734
29980,"Lawrenceburg, TN","Lawrenceburg, TN",-87.3347,35.2429,11,2,0,0,0,0,1,0,0,0,0,0,,,45200.840755,50717.639045,37346.399999999994,40675.5,,,106712.63695,129516.00265000001,119322.0,149755.5,,,0.082757777,0.10544057400000001,0.133803342,0.15115,,,35302,39926,41869,44159,,,4624,1943,2290,,,34545,38431,39690,40368,,,3887,1259,678,,,482,658,847,1114,,,155,189,267,,,72,138,189,284,,,61,50,95,,,145,399,689,1117,,,246,290,428
42620,"Searcy, AR","Searcy, AR",-91.7365,35.2506,13,0,0,0,0,0,0,0,0,0,0,0,,,49592.68782,60996.35871,48313.44,63633.0,,,111457.0004,142932.0,168714.0,214300.0,,,0.2013704818,0.2648670016,0.2981357718,0.3154,,0,54677,67165,77076,76824,,,12489,9911,-252,,0,52260,62177,69026,64365,,,9916,6849,-4661,,0,1694,2581,3575,4631,,,878,994,1056,,0,117,302,603,975,,,185,301,372,,0,372,1263,2879,3499,,,892,1616,620
28820,"Kinston, NC","Kinston, NC",-77.581,35.2627,15,7,0,0,5,4,4,0,0,0,0,0,,,34485.83986,38755.04,28636.02,28689.0,,,90346.00016,91160.0,83790.0,53277.0,,,0.12021332385714287,0.13415159142857142,0.11456713114285715,0.12315714285714285,,,57307,59687,59495,55131,,,2380,-192,-4364,,,34159,33100,30492,26583,,,-1059,-2608,-3909,,,22466,24199,24366,22865,,,1733,167,-1501,,,142,269,370,498,,,126,101,124,,,463,1894,3917,4368,,,1431,2023,451
40780,"Russellville, AR","Russellville, AR",-93.1338,35.2784,17,0,0,0,0,1,0,0,0,0,0,1,,,44905.1397,46565.56,45318.42,92130.0,,,120310.0046,120055.9953,135828.0,268646.0,,,0.205145885,0.2527553944,0.2251396778,0.28188,,,63642,75608,83939,83640,,,11966,8331,-299,,,60889,68185,70687,64745,,,7296,2502,-5942,,,1486,1850,2402,3082,,,364,552,680,,,273,640,1105,1311,,,367,465,206,,,600,3814,8398,10619,,,3214,4584,2221
43140,"Shelby, NC","Shelby, NC",-81.5356,35.2923,22,5,0,0,1,1,1,0,0,0,0,0,,,45829.02975,46582.76,40627.44,45313.0,,,129162.9999,130032.0,128520.0,156700.0,,,0.1618100006,0.178577553,0.1978950358,0.2016,8,8,84533,96099,98078,99536,0,7124,11565,1979,1458,6,6,66003,73210,72793,70173,0,3114,7205,-417,-2620,1,1,17673,20247,21062,21759,0,886,2576,815,697,0,0,352,759,915,1165,,,404,156,250,0,0,375,1432,2756,4039,0,,1055,1324,1283
22580,"Forest City, NC","Forest City, NC",-81.8656,35.3343,13,2,0,0,1,1,1,0,0,0,0,0,,,50779.70251,42986.24,33195.33,41772.5,,,106889.494035,114122.0,125496.0,150778.5,,,0.1115129785,0.11354280450000001,0.149449943,0.15825,0,0,56916,62895,67810,64467,,,5981,4915,-3343,0,0,49893,53954,57054,52039,,,4061,3100,-5015,0,0,6488,7209,7482,6975,,,721,273,-507,0,0,91,257,379,515,,,163,122,136,0,0,341,1136,2397,3289,0,,794,1261,892
10620,"Albemarle, NC","Albemarle, NC",-80.2001,35.3507,13,4,0,0,2,3,2,0,0,0,0,0,,,48620.417915,51910.07836,54061.56,62272.5,,,112325.33495,132136.282,143136.0,165843.5,,,0.1008425055,0.1391081675,0.1758227925,0.163325,,,51764,58100,60585,62504,,,6336,2485,1919,,,45102,48611,49877,48645,,,3510,1266,-1232,,,5954,6793,6954,7844,,,839,161,890,,,243,1158,1206,1339,,,915,48,133,,,309,1237,2166,3086,,,928,929,920
46100,"Tullahoma-Manchester, TN","Tullahoma, TN",-86.2085,35.3629,23,4,0,0,1,1,1,0,0,0,0,0,,,60609.552485,65456.22731,44183.79,89587.5,,,134629.8509,147917.5027,164934.0,326450.0,,,0.184400042,0.21683245650000002,0.20049469525,0.209925,,,79787,93025,100210,107125,,,13238,7185,6915,,,75069,85690,90415,91847,,,10621,4725,1432,,,3752,4291,4764,5519,,,539,473,754,,,341,647,1014,1443,,,306,367,428,,,467,1716,3106,4862,,,1248,1390,1756
21120,"Elk City, OK","Elk City, OK",-99.4043,35.4064,4,2,0,0,0,0,0,0,0,0,0,0,,,49401.990529999995,50273.94897,74212.11,52007.0,,,86752.303155,105092.046175,149562.0,157100.5,,,0.128439731,0.187775032,0.1675240365,0.1864,,,18813,19799,22119,22410,,,987,2320,291,,,17270,16760,17459,16526,,,-510,699,-933,,,375,1112,965,1383,,,737,-147,418,,,42,96,207,198,,,54,111,-9,,,788,1079,2619,2684,,,291,1540,65
11940,"Athens, TN","Athens, TN",-84.5923,35.442,10,3,0,0,1,2,1,0,0,0,0,1,,,43934.60958,49505.04,45443.16,70775.0,,,99653.79902,123668.0,116046.0,212200.0,,,0.16272077699999998,0.14298589533333333,0.20812635866666668,0.22000000000000003,,,42383,49014,52266,53276,,,6630,3252,1010,,,39949,45028,47273,45993,,,5079,2245,-1280,,,2041,2316,2411,2562,,,275,95,151,,,120,392,476,625,,,272,84,149,,,174,883,1482,2161,,,711,599,679
30280,"Lewisburg, TN","Lewisburg, TN",-86.7886,35.4492,6,3,0,0,1,2,1,0,0,0,0,1,,,57578.57524,62477.28,43633.8,59849.0,,,122799.095,137600.0,123480.0,177400.0,,,0.078027179333333335,0.097656015,0.12542418533333333,0.098933333333333331,,,21539,26767,30617,34318,,,5228,3850,3701,,,19462,23595,26565,28255,,,4133,2970,1690,,,1906,2148,2218,2550,,,242,70,332,,,53,102,195,235,,,49,93,40,,,92,767,1386,2235,,,675,619,849
43180,"Shelbyville, TN","Shelbyville, TN",-86.4608,35.4834,9,4,0,0,1,2,2,0,0,0,0,0,,,52834.24994,60782.22073,44878.68,50183.0,,,112478.4999,130634.00145,130977.0,205397.5,,,0.10232323875,0.1006693005,0.09379536025,0.138175,,,30412,37586,45058,50237,,,7174,7472,5179,,,27005,31060,35389,36499,,,4055,4329,1110,,,3056,3266,3847,4305,,,210,581,458,,,141,213,434,500,,,52,221,66,,,172,2811,5083,7665,,,2639,2272,2582
48220,"Weatherford, OK","Weatherford, OK",-98.7073,35.5267,5,2,0,0,0,0,0,0,0,0,0,0,,,53331.380750000004,48643.32006,49671.72,102738.5,,,121558.49975,122119.99845,159957.0,293517.5,,,0.26306663799999996,0.324402378,0.38378852399999996,0.30729999999999996,,,26897,26142,27469,28513,,,-755,1327,1044,,,22585,20743,20169,18483,,,-1842,-574,-1686,,,928,884,987,1116,,,-44,103,129,,,163,290,351,436,,,121,61,85,,,1625,2361,3830,5384,,,736,1469,1554
23700,"Gallup, NM","Gallup, NM",-108.7426,35.5281,17,5,0,0,0,0,0,0,0,0,0,0,,,48125.02718,54880.04,42931.98,111671.0,,,125628.0126,106468.0,125244.0,182729.0,,,0.1411936886,0.1775897352,0.204973056,0.18932000000000002,,,60685,74798,71492,72907,,,14114,-3306,1415,,,9613,8902,7384,5949,,,-710,-1518,-1435,,,282,477,634,677,,,173,157,43,,,217,421,621,1089,,,201,193,468,,,7765,9276,9473,8615,,,1511,197,-858
37420,"Pampa, TX","Pampa, TX",-100.9599,35.5361,8,6,0,0,3,3,3,0,0,0,0,0,,,44813.471545,47992.22236,47728.8,48195.0,,,58307.757725,44294.5827,61488.0,78775.5,,,0.098369158666666665,0.086919564,0.114378187,0.096216666666666659,,,24991,23630,23464,22054,,,-1361,-166,-1410,,,21829,18651,16405,13742,,,-3179,-2246,-2663,,,882,1387,1156,981,,,502,-231,-190,,,116,128,129,171,,,8,1,42,,,1929,2987,5439,6397,,,1058,2452,958
